factory_id,parameter_id,tamper_type,start_timestamp,end_timestamp,severity
site_1321,ETP-BOD,INSPECTION DIP,2024-09-18 06:00:00,2024-09-20 18:00:00,medium
site_1321,ETP-COD,INSPECTION DIP,2024-09-18 06:00:00,2024-09-20 18:00:00,medium
site_1321,ETP-TSS,INSPECTION DIP,2024-09-18 06:00:00,2024-09-20 18:00:00,medium
site_1321,ETP-BOD,INSPECTION DIP,2024-09-22 06:00:00,2024-09-24 18:00:00,low
site_1321,ETP-COD,INSPECTION DIP,2024-09-22 06:00:00,2024-09-24 18:00:00,low
site_1321,ETP-TSS,INSPECTION DIP,2024-09-22 06:00:00,2024-09-24 18:00:00,low
site_1321,ETP-BOD,INSPECTION DIP,2024-09-23 06:00:00,2024-09-25 18:00:00,high
site_1321,ETP-COD,INSPECTION DIP,2024-09-23 06:00:00,2024-09-25 18:00:00,high
site_1321,ETP-TSS,INSPECTION DIP,2024-09-23 06:00:00,2024-09-25 18:00:00,high
site_1321,ETP-BOD,INSPECTION DIP,2024-11-09 06:00:00,2024-11-11 18:00:00,medium
site_1321,ETP-COD,INSPECTION DIP,2024-11-09 06:00:00,2024-11-11 18:00:00,medium
site_1321,ETP-TSS,INSPECTION DIP,2024-11-09 06:00:00,2024-11-11 18:00:00,medium
site_1321,ETP-BOD,INSPECTION DIP,2024-12-02 06:00:00,2024-12-04 18:00:00,high
site_1321,ETP-COD,INSPECTION DIP,2024-12-02 06:00:00,2024-12-04 18:00:00,high
site_1321,ETP-TSS,INSPECTION DIP,2024-12-02 06:00:00,2024-12-04 18:00:00,high
site_1321,ETP-BOD,INSPECTION DIP,2024-12-16 06:00:00,2024-12-18 18:00:00,low
site_1321,ETP-COD,INSPECTION DIP,2024-12-16 06:00:00,2024-12-18 18:00:00,low
site_1321,ETP-TSS,INSPECTION DIP,2024-12-16 06:00:00,2024-12-18 18:00:00,low
site_1321,ETP-COD,CORRELATION BREAK,2024-04-26 12:00:00,2024-05-05 21:15:00,low
site_1321,ETP-BOD,CORRELATION BREAK,2024-06-09 02:45:00,2024-06-13 10:00:00,medium
site_1321,ETP-TSS,CORRELATION BREAK,2024-03-27 06:30:00,2024-03-30 21:45:00,high
site_1321,ETP-COD,CORRELATION BREAK,2024-03-07 06:15:00,2024-03-11 09:15:00,low
site_1321,ETP-BOD,CORRELATION BREAK,2024-02-07 21:45:00,2024-02-13 23:15:00,medium
site_1321,ETP-TSS,CORRELATION BREAK,2024-11-13 12:30:00,2024-11-17 00:00:00,medium
site_1321,ETP-TSS,LIMIT HUGGING,2024-04-18 21:30:00,2024-04-24 15:15:00,low
site_1321,ETP-TSS,LIMIT HUGGING,2024-08-13 18:30:00,2024-08-16 08:45:00,medium
site_1321,ETP-COD,FLATLINE,2024-01-11 12:45:00,2024-01-16 18:00:00,high
site_1321,ETP-TSS,CORRELATION BREAK,2024-05-24 19:30:00,2024-05-27 17:45:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-01-09 06:00:00,2024-01-11 18:00:00,medium
site_1369,ETP-pH,INSPECTION DIP,2024-01-09 06:00:00,2024-01-11 18:00:00,medium
site_1369,ETP-TSS,INSPECTION DIP,2024-01-10 06:00:00,2024-01-12 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-01-10 06:00:00,2024-01-12 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-01-17 06:00:00,2024-01-19 18:00:00,high
site_1369,ETP-pH,INSPECTION DIP,2024-01-17 06:00:00,2024-01-19 18:00:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-02-04 06:00:00,2024-02-06 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-02-04 06:00:00,2024-02-06 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-02-11 06:00:00,2024-02-13 18:00:00,high
site_1369,ETP-pH,INSPECTION DIP,2024-02-11 06:00:00,2024-02-13 18:00:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-03-12 06:00:00,2024-03-14 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-03-12 06:00:00,2024-03-14 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-03-13 06:00:00,2024-03-15 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-03-13 06:00:00,2024-03-15 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-03-30 06:00:00,2024-04-01 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-03-30 06:00:00,2024-04-01 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-05-14 06:00:00,2024-05-16 18:00:00,medium
site_1369,ETP-pH,INSPECTION DIP,2024-05-14 06:00:00,2024-05-16 18:00:00,medium
site_1369,ETP-TSS,INSPECTION DIP,2024-05-26 06:00:00,2024-05-28 18:00:00,high
site_1369,ETP-pH,INSPECTION DIP,2024-05-26 06:00:00,2024-05-28 18:00:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-06-02 06:00:00,2024-06-04 18:00:00,high
site_1369,ETP-pH,INSPECTION DIP,2024-06-02 06:00:00,2024-06-04 18:00:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-06-12 06:00:00,2024-06-14 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-06-12 06:00:00,2024-06-14 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-06-23 06:00:00,2024-06-25 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-06-23 06:00:00,2024-06-25 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-08-24 06:00:00,2024-08-26 18:00:00,high
site_1369,ETP-pH,INSPECTION DIP,2024-08-24 06:00:00,2024-08-26 18:00:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-08-31 06:00:00,2024-09-02 18:00:00,medium
site_1369,ETP-pH,INSPECTION DIP,2024-08-31 06:00:00,2024-09-02 18:00:00,medium
site_1369,ETP-TSS,INSPECTION DIP,2024-09-02 06:00:00,2024-09-04 18:00:00,high
site_1369,ETP-pH,INSPECTION DIP,2024-09-02 06:00:00,2024-09-04 18:00:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-09-04 06:00:00,2024-09-06 18:00:00,high
site_1369,ETP-pH,INSPECTION DIP,2024-09-04 06:00:00,2024-09-06 18:00:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-09-16 06:00:00,2024-09-18 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-09-16 06:00:00,2024-09-18 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-09-21 06:00:00,2024-09-23 18:00:00,high
site_1369,ETP-pH,INSPECTION DIP,2024-09-21 06:00:00,2024-09-23 18:00:00,high
site_1369,ETP-TSS,INSPECTION DIP,2024-12-11 06:00:00,2024-12-13 18:00:00,medium
site_1369,ETP-pH,INSPECTION DIP,2024-12-11 06:00:00,2024-12-13 18:00:00,medium
site_1369,ETP-TSS,INSPECTION DIP,2024-12-21 06:00:00,2024-12-23 18:00:00,low
site_1369,ETP-pH,INSPECTION DIP,2024-12-21 06:00:00,2024-12-23 18:00:00,low
site_1369,ETP-TSS,INSPECTION DIP,2024-12-29 06:00:00,2024-12-31 18:00:00,medium
site_1369,ETP-pH,INSPECTION DIP,2024-12-29 06:00:00,2024-12-31 18:00:00,medium
site_1369,ETP-pH,IMPOSSIBLE PH RANGE,2024-04-04 09:15:00,2024-04-05 02:00:00,medium
site_1369,ETP-TSS,COPY-PASTE,2024-04-13 13:00:00,2024-04-14 20:45:00,medium
site_1369,ETP-TSS,COPY-PASTE,2024-02-14 16:45:00,2024-02-18 03:45:00,medium
site_1369,ETP-TSS,COORDINATED MISSING DATA,2024-11-08 11:00:00,2024-11-09 15:15:00,high
site_1369,ETP-pH,COORDINATED MISSING DATA,2024-11-08 11:00:00,2024-11-09 15:15:00,high
site_1369,ETP-TSS,FLATLINE,2024-08-12 22:00:00,2024-08-17 04:45:00,high
site_1369,ETP-TSS,COORDINATED MISSING DATA,2024-01-27 02:15:00,2024-01-28 11:30:00,medium
site_1369,ETP-pH,COORDINATED MISSING DATA,2024-01-27 02:15:00,2024-01-28 11:30:00,medium
site_1369,ETP-pH,IMPOSSIBLE PH RANGE,2024-04-02 14:15:00,2024-04-03 09:15:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-01-09 06:00:00,2024-01-11 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-01-10 06:00:00,2024-01-12 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-01-17 06:00:00,2024-01-19 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-01-20 06:00:00,2024-01-22 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-01-27 06:00:00,2024-01-29 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-02-04 06:00:00,2024-02-06 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-02-11 06:00:00,2024-02-13 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-02-24 06:00:00,2024-02-26 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-03-12 06:00:00,2024-03-14 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-03-13 06:00:00,2024-03-15 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-03-30 06:00:00,2024-04-01 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-04-03 06:00:00,2024-04-05 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-04-08 06:00:00,2024-04-10 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-04-13 06:00:00,2024-04-15 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-05-06 06:00:00,2024-05-08 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-05-14 06:00:00,2024-05-16 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-05-26 06:00:00,2024-05-28 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-05-27 06:00:00,2024-05-29 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-06-02 06:00:00,2024-06-04 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-06-08 06:00:00,2024-06-10 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-06-12 06:00:00,2024-06-14 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-06-23 06:00:00,2024-06-25 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-07-13 06:00:00,2024-07-15 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-07-21 06:00:00,2024-07-23 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-08-13 06:00:00,2024-08-15 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-08-24 06:00:00,2024-08-26 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-08-28 06:00:00,2024-08-30 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-08-31 06:00:00,2024-09-02 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-09-02 06:00:00,2024-09-04 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-09-04 06:00:00,2024-09-06 18:00:00,high
site_1376,ETP-TSS,INSPECTION DIP,2024-09-10 06:00:00,2024-09-12 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-09-16 06:00:00,2024-09-18 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-09-21 06:00:00,2024-09-23 18:00:00,medium
site_1376,ETP-TSS,INSPECTION DIP,2024-09-29 06:00:00,2024-10-01 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-11-04 06:00:00,2024-11-06 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-11-16 06:00:00,2024-11-18 18:00:00,low
site_1376,ETP-TSS,INSPECTION DIP,2024-11-19 06:00:00,2024-11-21 18:00:00,medium
